id,title_en,description_en
575,Environmental problems in cane خوزستان killed,"Recent convey خبرگزاري aria - a lot of environment policies lead ayatollah sayyed ali khamenei position under the leadership of the functions in the implementation of the paragraph a basic principle 110 the constitution in a new form of pages more than ago, متوليان occurs in environmental protection خوزستان. Dr سيدحسين فاضلي university professors and teachers of environmental activists to a social dialogue countries...."
576,Mercedes has recovered from VW diesel hit: Zetsche,"""For some time the entire industry was affected"" by the VW scandal,"" Zetsche, who is also head of Mercedes-Benz Cars, said on the sidelines of the Detroit auto show.

DETROIT: Mercedes-Benz has recovered from an initial hit to the image of its diesel vehicles due to the

emissions-cheating scandal, Chairman said Sunday."
577,Hightech-business: new Mercedes e-klasse,"A car, the self-employed in the passing lane, exchanging traffic messages with other vehicles. A car that by mobile phone in the park gap can be ruled by Fingerkuppen and whose high-resolution Monitor both thumb on the steering wheel."
578,"Moody’s revises outlook for Tenaga, MAHB, PMB","KUALA LUMPUR : Moody's Investors Service revised the outlook for Tenaga Nasional Bhd (TNB), Malaysia Airport Holdings Bhd (MAHB), and Penerbangan Malaysia Bhd (PMB) to ""stable"" from ""positive"" following its review of Malaysia’s sovereign rating outlook."
579,Banks face recruitment challenges as fintech startups snag talent,"TORONTO - With a graduate degree from Columbia University in hand, Nathan Epstein was an attractive candidate for a job in the banking industry. Shortly after kicking off his search, Epstein — who had studied applied math, programming and economics — landed an offer writing code for the derivatives trading division of one of the big U."
580,"The court, however, directed the Delhi government to take into consideration the contents of the petitions, which had challenged the government’s scheme, before taking any further future of action.","Supporters of AAP in Delhi, celebrating the success of odd even formula in the capital on Saturday. (Express Photo) Delhi High Court on Monday refused to interfere with AAP government’s odd-even vehicles policy to control rising air pollution in the city, observing that restrictions under the scheme were only till January 15."
581,Japanese-style food delivery gains ground among safety-conscious Chinese consumers,"BEIJING – A Japanese-assisted home delivery service for organic vegetables is slowly gaining ground in China, building on local residents’ lack of trust in food safety and concerns about pollution. Through the service, consumers are connected by trust with farmers who produce vegetables without using agricultural chemicals or chemical fertilizers."
582,«Ένα μέλλον χωρίς πετρέλαιο» στο DOC AFTER,"To βραβευμένο , ξένο ντοκιμαντέρ, παραγωγής Γαλλίας 2010, «Ένα μέλλον χωρίς πετρέλαιο» (A future without oil) , προβάλλει η ΕΡΤ1 τη Δευτέρα 11 Ιανουαρίου, στις 00:30. Το ντοκιμαντέρ καταγράφει μια περίοδο τριών ετών, κατά την οποία μία επιστημονική ομάδα προσπαθεί να πείσει τη διεθνή κοινότητα ότι...."
583,Putin says he wants global cooperation against terrorism: Bild,"""We are faced with common threats, and we still want all countries, both in Europe and the whole world, to join their efforts to combat these threats, and we are still striving for this,"" Putin said in a wide-ranging interview with Germany's Bild newspaper."
584,Ronser To Build Green Aquaculture And Agriculture Centre In Raub,"RAUB, Jan 11 (Bernama) -- Integrated waste water treatment specialist Ronser Bio-Tech Bhd (Ronser) today signed a Memorandum of Understanding (MoU) with Casabrina Vacation Villas Sdn Bhd to collaborate in building a green aquaculture and agriculture centre at the resort in Raub."
585,Congo-kinshasa: COP21. Stéphane Gompertz - 'the challenge of climate change becoming increasingly fraught’,"By Lauriane Landu. Ambassador climate of France for africa, Stéphane Gompertz has returned, Friday 8 January last, the chamber of conferences of the french institute in Kinshasa, what was the conference on climate change which took place from 30 November to 7 December 2015, Paris, France."
586,Lassa Fever: Another National Threat,"Just when Nigerians were beginning to forget the Ebola scourge which ravaged the nation, leaving many deaths in its trail, Lassa Fever has once again reared its head, throwing itself in the mix of other national challenges. So far, 40 lives have been reportedly lost to the disease which is spreading...."
587,"$350M Straight of Canso terminal proposal has no carrier, but proponent optimistic","A spokesman for the Maher Melford Terminal project at the Strait of Canso in Guysborough County says he's optimistic it will be built, even though it has not secured a cargo carrier and it may lose its operating partner. The $350-million project has been in the works since 2008."
